Mã KH,LSX,PI,Mô tả Sản Phẩm,LOẠI ĐÁ,Kích thước ,L,L2,W,W2,H,H2,CÁCH GIA CÔNG,KHU VỰC,ỨNG DỤNG,Đơn giá,usd_pc,usd_m2,usd_m3,usd_ton,Pcs
,,,,,,,0.0,,0.0,,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Đá lát",BAZAN XÁM,150-22060-665,150,220.0,60.0,66.0,5.0,,ĐỐT CHẢI,8.0,SLAB,,,81,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"56,220,32",56.2,,20.3,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,39,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"56,235,62",56.2,,35.6,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,39,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"56,245,72",56.2,,45.7,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,42.5,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"63,556,22",63.5,,56.2,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,42.5,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"116,856,22",116.8,,56.2,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,46,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"152,456,22",152.4,,56.2,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,49.5,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"81,345,72",81.3,,45.7,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,42.5,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"81,3612",81.3,,61.0,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,46,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Veener-Đốt chải",BAZAN XÁM,"152,440,62",152.4,,40.6,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,46,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Bậc thang-Đốt chải, 1 cạnh dài đốt",BAZAN XÁM,"116,845,715",116.8,,45.7,,15.0,,ĐỐT CHẢI,8.0,BLOCK_STEP,"18,00 usd/ml",,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Bậc thang-Đốt chải",BAZAN XÁM,"116,845,715",116.8,,45.7,,15.0,,ĐỐT CHẢI,8.0,BLOCK_STEP,,124.1,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Tread-Đốt chải",BAZAN XÁM,"121,930,515",121.9,,30.5,,15.0,,ĐỐT CHẢI,8.0,SLAB,,75.29,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Tread-Đốt chải",BAZAN XÁM,"182,930,515",182.9,,30.5,,15.0,,ĐỐT CHẢI,8.0,SLAB,,129.69,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Tread-Đốt chải",BAZAN XÁM,"116,830,515",116.8,,30.5,,15.0,,ĐỐT CHẢI,8.0,SLAB,,72.13,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Tread-Đốt chải",BAZAN XÁM,"121,930,515",121.9,,30.5,,15.0,,ĐỐT CHẢI,8.0,SLAB,,75.29,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Tread-Đốt chải",BAZAN XÁM,"152,430,515",152.4,,30.5,,15.0,,ĐỐT CHẢI,8.0,SLAB,,101.09,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Coping-Đốt chải, 1 cạnh dài đốt",BAZAN XÁM,"91,445,75",91.4,,45.7,,5.0,,ĐỐT CHẢI,8.0,PAVING,"8,50 usd/ml",,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Coping-Đốt chải",BAZAN XÁM,"91,445,75",91.4,,45.7,,5.0,,ĐỐT CHẢI,8.0,PAVING,,29.24,,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt đốt chải",BAZAN XÁM,"119,660,62",119.6,,60.6,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,46,,,
X87,05062025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt đốt chải",BAZAN XÁM,"121,9615",121.9,,61.0,,5.0,,ĐỐT CHẢI,8.0,SLAB,,,81,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-Mặt đốt chải,BAZAN XÁM,"121,4642",121.4,,64.0,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,46.3,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-Mặt đốt chải,BAZAN XÁM,"121,460,55",121.4,,60.5,,5.0,,ĐỐT CHẢI,8.0,SLAB,,,79,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-Mặt đốt chải,BAZAN XÁM,"121,4612",121.4,,61.0,,2.0,,ĐỐT CHẢI,8.0,SLAB,,,46.3,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-Mặt đốt chải,BAZAN XÁM,"121,4713",121.4,,71.0,,3.0,,ĐỐT CHẢI,8.0,SLAB,,,60,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-HONED,BAZAN XÁM,"91,4152",91.4,,15.0,,2.0,,HONED,8.0,PAVING,,,50.6,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-HONED,BAZAN XÁM,"91,4153",91.4,,15.0,,3.0,,HONED,8.0,PAVING,,,53.6,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-HONED,BAZAN XÁM,"91,4102",91.4,,10.0,,2.0,,HONED,8.0,PAVING,,,53.9,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-HONED,BAZAN XÁM,"91,4103",91.4,,10.0,,3.0,,HONED,8.0,PAVING,,,56.9,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-HONED,BAZAN XÁM,"91,452",91.4,,5.0,,2.0,,HONED,8.0,PAVING,,,66,,,
X87,28022025 (Quotation 3),Quotation,BAZAN XÁM-HONED,BAZAN XÁM,"91,453",91.4,,5.0,,3.0,,HONED,8.0,PAVING,,,69,,,
X87,28022025 (Quotation 3),Quotation,BAZAN ĐEN-HONED,BAZAN ĐEN,"91,4102",91.4,,10.0,,2.0,,HONED,8.0,PAVING,,,56.9,,,
X87,28022025 (Quotation 3),Quotation,BAZAN ĐEN-HONED,BAZAN ĐEN,"91,4103",91.4,,10.0,,3.0,,HONED,8.0,PAVING,,,59.9,,,
X87,28022025 (Quotation 2),Quotation,BAZAN XÁM-Đốt chải,BAZAN XÁM,"91,4152",91.4,,15.0,,2.0,,ĐỐT CHẢI,8.0,PAVING,,,46,,,
X87,28022025 (Quotation 2),Quotation,BAZAN XÁM-Đốt chải,BAZAN XÁM,"91,4102",91.4,,10.0,,2.0,,ĐỐT CHẢI,8.0,PAVING,,,49,,,
X87,28022025 (Quotation 2),Quotation,BAZAN XÁM-Đốt chải,BAZAN XÁM,"91,452",91.4,,5.0,,2.0,,ĐỐT CHẢI,8.0,PAVING,,,60,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên và 2 cạnh dài đốt chải",BAZAN XÁM,"121,975,95",121.9,,75.9,,5.0,,ĐỐT CHẢI,8.0,SLAB,,129.53,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên và 1 cạnh dài đốt chải",BAZAN XÁM,"121,975,95",121.9,,75.9,,5.0,,ĐỐT CHẢI,8.0,SLAB,,115.65,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt chải, cạnh cưa",BAZAN XÁM,"121,975,95",121.9,,75.9,,5.0,,ĐỐT CHẢI,8.0,SLAB,,101.77,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên và 1 cạnh dài đốt chải",BAZAN XÁM,"121,963,75",121.9,,63.7,,5.0,,ĐỐT CHẢI,8.0,SLAB,,81.53,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt chải, cạnh cưa",BAZAN XÁM,"121,963,75",121.9,,63.7,,5.0,,ĐỐT CHẢI,8.0,SLAB,,69.89,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá bo viền hồ bơi-Mặt trên đốt chải, 1 cạnh dài đốt xịt",BAZAN XÁM,"122,163,75",122.1,,63.7,,5.0,,ĐỐT CHẢI,8.0,POOL_SURROUNDING,,81.67,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá bo viền hồ bơi-Mặt trên đốt chải, 1 cạnh dài đốt xịt",BAZAN XÁM,"63,763,75",63.7,,63.7,,5.0,,ĐỐT CHẢI,8.0,POOL_SURROUNDING,,33.48,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá bo viền hồ bơi-Mặt trên đốt chải, 1 cạnh dài đốt xịt",BAZAN XÁM,"121,973,35",121.9,,73.3,,5.0,,ĐỐT CHẢI,8.0,POOL_SURROUNDING,,24.71,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt chải, cạnh cưa",BAZAN XÁM,"121,967,95",121.9,,67.9,,5.0,,ĐỐT CHẢI,8.0,SLAB,,74.49,,,,
X87,08012025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt chải, cạnh cưa",BAZAN XÁM,"121,973,35",121.9,,73.3,,5.0,,ĐỐT CHẢI,8.0,SLAB,,84.89,,,,
X65,17062025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt",BAZAN ĐEN,90604,90,,60.0,,4.0,,ĐỐT XỊT,6.0,SLAB,,,,,,
X65,17062025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt xịt",BAZAN XÁM,90604,90,,60.0,,4.0,,ĐỐT XỊT,6.0,PAVING,,,39.8,,,
X65,18032025 (Quotation 3),Quotation,"BAZAN ĐEN, Cubic-6 mặt cưa, mặt trên đốt xịt",BAZAN ĐEN,10108,10,,10.0,,8.0,,ĐỐT XỊT,6.0,CUBE,,,,,,
X65,18032025 (Quotation 3),Quotation,"BAZAN ĐEN, Cubic-6 mặt cưa, mặt trên băm",BAZAN ĐEN,10108,10,,10.0,,8.0,,BĂM,6.0,CUBE,,,,,,
X65,18032025 (Quotation 2),Quotation,"BAZAN ĐEN, Cubic-6 mặt cưa, mặt trên đốt xịt",BAZAN ĐEN,10108,10,,10.0,,8.0,,ĐỐT XỊT,6.0,CUBE,,,,,,
X65,18032025 (Quotation 2),Quotation,"BAZAN ĐEN, Cubic-6 mặt cưa, mặt trên đốt xịt",BAZAN ĐEN,21108,21,,10.0,,8.0,,ĐỐT XỊT,6.0,CUBE,,,,,,
X65,18032025 (Quotation 2),Quotation,"BAZAN ĐEN, Cubic-6 mặt cưa, mặt trên băm",BAZAN ĐEN,10108,10,,10.0,,8.0,,BĂM,6.0,CUBE,,,,,,
X65,18032025 (Quotation 2),Quotation,"BAZAN ĐEN, Cubic-6 mặt cưa, mặt trên băm",BAZAN ĐEN,21108,21,,10.0,,8.0,,BĂM,6.0,CUBE,,,,,,
X65,10032025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên băm, cạnh cưa",BAZAN ĐEN,"3696,5",36,,9.0,,6.5,,BĂM,6.0,PAVING,,,,,,
X65,10032025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên băm, cạnh cưa",BAZAN ĐEN,24.7/12.510.68,24.7,12.5,10.6,,8.0,,BĂM,6.0,PAVING,,,,,,
X65,10032025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên băm, cạnh cưa",BAZAN ĐEN,49.7/24.921.56.5,49.7,24.9,21.5,,6.5,,BĂM,6.0,PAVING,,,,,,
X65,10032025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt, cạnh cưa",BAZAN ĐEN,"3696,5",36,,9.0,,6.5,,ĐỐT XỊT,6.0,PAVING,,,,,,
X65,10032025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt, cạnh cưa",BAZAN ĐEN,24.7/12.510.68,24.7,12.5,10.6,,8.0,,ĐỐT XỊT,6.0,PAVING,,,,,,
X65,10032025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt, cạnh cưa",BAZAN ĐEN,49.7/24.921.56.5,49.7,24.9,21.5,,6.5,,ĐỐT XỊT,6.0,PAVING,,,,,,
X65,10032025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên băm, cạnh cưa",BAZAN XÁM,"3696,5",36,,9.0,,6.5,,BĂM,6.0,PAVING,,1.44,,,,
X65,10032025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên băm, cạnh cưa",BAZAN XÁM,24.7/12.510.68,24.7,12.5,10.6,,8.0,,BĂM,6.0,PAVING,,1.84,,,,
X65,10032025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên băm, cạnh cưa",BAZAN XÁM,49.7/24.921.56.5,49.7,24.9,21.5,,6.5,,BĂM,6.0,PAVING,,5.98,,,,
X65,10032025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt, cạnh cưa",BAZAN XÁM,"3696,5",36,,9.0,,6.5,,ĐỐT XỊT,6.0,PAVING,,1.42,,,,
X65,10032025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt, cạnh cưa",BAZAN XÁM,24.7/12.510.68,24.7,12.5,10.6,,8.0,,ĐỐT XỊT,6.0,PAVING,,1.81,,,,
X65,10032025 (Quotation),Quotation,"BAZAN XÁM, Đá lát-Mặt trên đốt, cạnh cưa",BAZAN XÁM,49.7/24.921.56.5,49.7,24.9,21.5,,6.5,,ĐỐT XỊT,6.0,PAVING,,5.9,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá cây-Mài giấy",BLUESTONE,100258,100,,25.0,,8.0,,MÀI GIẤY,4.0,PALISADE,,17.36,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá cây-Mài giấy",BLUESTONE,125258,125,,25.0,,8.0,,MÀI GIẤY,4.0,PALISADE,,22.5,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá cây-Mài giấy",BLUESTONE,150258,150,,25.0,,8.0,,MÀI GIẤY,4.0,PALISADE,,28.2,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát",BLUESTONE,40402,40,,40.0,,2.0,,MÀI CÁT,4.0,TILE,,15.93,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát",BLUESTONE,60402,60,,40.0,,2.0,,MÀI CÁT,4.0,TILE,,17.93,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát",BLUESTONE,"40402,5",40,,40.0,,2.5,,MÀI CÁT,4.0,TILE,,18.43,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát",BLUESTONE,"60402,5",60,,40.0,,2.5,,MÀI CÁT,4.0,TILE,,19.93,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,40402,40,,40.0,,2.0,,GIẢ CỔ RUNG,4.0,TILE,,20.23,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,60402,60,,40.0,,2.0,,GIẢ CỔ RUNG,4.0,TILE,,21.73,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,"40402,5",40,,40.0,,2.5,,GIẢ CỔ RUNG,4.0,TILE,,22.23,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,"60402,5",60,,40.0,,2.5,,GIẢ CỔ RUNG,4.0,TILE,,23.73,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài giấy",BLUESTONE,40402,40,,40.0,,2.0,,GIẢ CỔ RUNG,4.0,TILE,,18.12,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài giấy",BLUESTONE,60402,60,,40.0,,2.0,,GIẢ CỔ RUNG,4.0,TILE,,19.62,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,20202,20,,20.0,,2.0,,GIẢ CỔ RUNG,4.0,PAVING,,13.38,,,,
X49,27052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung",BLUESTONE,"20202,5",20,,20.0,,2.5,,GIẢ CỔ RUNG,4.0,PAVING,,14.52,,,,
X49,17032025 (Quotation),Quotation,"BLUESTONE, Cubic-Giả cổ rung",BLUESTONE,20105,20,,10.0,,5.0,,GIẢ CỔ RUNG,4.0,CUBE,,23.2,,,,
X47,19052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung ",BLUESTONE,"30,530,51,5",30.5,,30.5,,1.5,,GIẢ CỔ RUNG,4.0,TILE,,17.4,,,,
X47,19052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung ",BLUESTONE,"40,640,61,5",40.6,,40.6,,1.5,,GIẢ CỔ RUNG,4.0,TILE,,20.4,,,,
X47,19052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung ",BLUESTONE,"61611,5",61,,61.0,,1.5,,GIẢ CỔ RUNG,4.0,TILE,,32.2,,,,
X47,19052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung ",BLUESTONE,"30,530,52",30.5,,30.5,,2.0,,GIẢ CỔ RUNG,4.0,TILE,,18.4,,,,
X47,19052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung ",BLUESTONE,"40,640,62",40.6,,40.6,,2.0,,GIẢ CỔ RUNG,4.0,TILE,,20.4,,,,
X47,19052025 (Quotation),Quotation,"BLUESTONE, Đá lát-Giả cổ rung ",BLUESTONE,61612,61,,61.0,,2.0,,GIẢ CỔ RUNG,4.0,TILE,,29.2,,,,
X47,23042025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát, quay mẻ",BLUESTONE,"30,530,51,5",30.5,,30.5,,1.5,,"MÀI CÁT, QUAY MẺ",4.0,TILE,,16.3,,,,
X47,23042025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát, quay mẻ",BLUESTONE,"40,640,61,5",40.6,,40.6,,1.5,,"MÀI CÁT, QUAY MẺ",4.0,TILE,,19.3,,,,
X47,23042025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát, quay mẻ",BLUESTONE,"61611,5",61,,61.0,,1.5,,"MÀI CÁT, QUAY MẺ",4.0,TILE,,30.1,,,,
X47,23042025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát, quay mẻ",BLUESTONE,"30,530,52",30.5,,30.5,,2.0,,"MÀI CÁT, QUAY MẺ",4.0,TILE,,17.3,,,,
X47,23042025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát, quay mẻ",BLUESTONE,"40,640,62",40.6,,40.6,,2.0,,"MÀI CÁT, QUAY MẺ",4.0,TILE,,19.3,,,,
X47,23042025 (Quotation),Quotation,"BLUESTONE, Đá lát-Mài cát, quay mẻ",BLUESTONE,61612,61,,61.0,,2.0,,"MÀI CÁT, QUAY MẺ",4.0,TILE,,28.1,,,,
X39,26052025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh cưa, vẹt mép 3mm",BAZAN ĐEN,20106,20,,10.0,,6.0,,ĐỐT XỊT,3.0,PAVING,,40.8,,,,
X39,26052025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh cưa, vẹt mép 3mm",BAZAN ĐEN,20206,20,,20.0,,6.0,,ĐỐT XỊT,3.0,PAVING,,40.8,,,,
X39,26052025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, cạnh cưa, vẹt mép 3mm",BAZAN ĐEN,30206,30,,20.0,,6.0,,ĐỐT XỊT,3.0,PAVING,,40.8,,,,
X39,23012025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, 1 cạnh dài và hai đầu HONED, vạt mép",BAZAN ĐEN,"139,427,58",139.4,,27.5,,8.0,,ĐỐT XỊT,3.0,SLAB,,42.8,,,,
X39,23012025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt trên đốt xịt, 1 cạnh dài và hai đầu HONED, vạt mép",BAZAN ĐEN,"139,444,58",139.4,,44.5,,8.0,,ĐỐT XỊT,3.0,SLAB,,69.3,,,,
X39,16012025 (Quotation),Quotation,"BAZAN ĐEN, Đá bo viền-Mặt đốt, 1 cạnh dài đốt",BAZAN ĐEN,50205,50,,20.0,,5.0,,ĐỐT XỊT,3.0,TILE,,5.25,,,,
X39,16012025 (Quotation),Quotation,"BAZAN ĐEN, Đá lát-Mặt đốt",BAZAN ĐEN,60303,60,,30.0,,3.0,,ĐỐT XỊT,3.0,TILE,,26.2,,,,
X39,16012025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,15156,15,,15.0,,6.0,,ĐỐT XỊT,3.0,CUBE,,35.7,,,,
X39,16012025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt, cạnh cưa, đáy cưa",BAZAN ĐEN,15156,15,,15.0,,6.0,,ĐỐT XỊT,3.0,CUBE,,40.02,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá cây-Cạnh cưa đốt, vạt mép 5mm",BAZAN ĐEN,100258,100,,25.0,,8.0,,ĐỐT XỊT,3.0,PALISADE,,20.2,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá cây-Cạnh cưa đốt, vạt mép 5mm",BAZAN ĐEN,125258,125,,25.0,,8.0,,ĐỐT XỊT,3.0,PALISADE,,26,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá cây-Cạnh cưa đốt, vạt mép 5mm",BAZAN ĐEN,150258,150,,25.0,,8.0,,ĐỐT XỊT,3.0,PALISADE,,33,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá cây-Cạnh cưa đốt, vạt mép 5mm",BAZAN ĐEN,175258,175,,25.0,,8.0,,ĐỐT XỊT,3.0,PALISADE,,43.75,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá cây-Cạnh cưa đốt, vạt mép 5mm",BAZAN ĐEN,200258,200,,25.0,,8.0,,ĐỐT XỊT,3.0,PALISADE,,60,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá bo hồ bơi-Mặt trên đốt chải, 1 cạnh HONED góc phải R 45 độ",BAZAN ĐEN,45453,45,,45.0,,3.0,,ĐỐT CHẢI,3.0,POOL_SURROUNDING,,12.55,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá bo hồ bơi-Mặt trên đốt chải, 1 cạnh HONED góc phải 90 độ",BAZAN ĐEN,45453,45,,45.0,,3.0,,ĐỐT CHẢI,3.0,POOL_SURROUNDING,,12.55,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá bo hồ bơi-Mặt trên đốt chải, 1 cạnh dài HONED, vạt mép 3mm 2 mép của cạnh honed",BAZAN ĐEN,100303,100,,30.0,,3.0,,ĐỐT CHẢI,3.0,POOL_SURROUNDING,,16.5,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá bo hồ bơi-Mặt đốt xịt nước, 2 cạnh dài HONED, vạt mép 3mm 2 mép của cạnh honed. Các cạnh còn lại cưa vạt mép chống mẻ.",BAZAN ĐEN,100253,100,,25.0,,3.0,,ĐỐT CHẢI,3.0,POOL_SURROUNDING,,12.38,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá bo hồ bơi-Mặt đốt xịt nước, 2 cạnh dài HONED, vạt mép 3mm 2 mép của
cạnh honed. Các cạnh còn lại cưa vạt mép chống mẻ.",BAZAN ĐEN,100303,100,,30.0,,3.0,,ĐỐT CHẢI,3.0,POOL_SURROUNDING,,14.85,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Đá bo hồ bơi-Mặt đốt xịt nước, 2 cạnh dài HONED, vạt mép 3mm 2 mép của
cạnh honed. Các cạnh còn lại cưa vạt mép chống mẻ.",BAZAN ĐEN,100353,100,,35.0,,3.0,,ĐỐT CHẢI,3.0,POOL_SURROUNDING,,17.33,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, 2 cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm",BAZAN ĐEN,100253,100,,25.0,,3.0,,ĐỐT CHẢI,3.0,WALL_COVERING,,12.38,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, 2 cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm",BAZAN ĐEN,100303,100,,30.0,,3.0,,ĐỐT CHẢI,3.0,WALL_COVERING,,14.85,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Nắp tường rào-Mặt đốt xịt nước, 2 cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm",BAZAN ĐEN,100353,100,,35.0,,3.0,,ĐỐT CHẢI,3.0,WALL_COVERING,,17.325,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,10108,10,,10.0,,8.0,,ĐỐT XỊT,3.0,CUBE,,45.6,,,,
X33,14022025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt đốt xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,20108,20,,10.0,,8.0,,ĐỐT XỊT,3.0,CUBE,,45.6,,,,
X33,13012025 (Quotation),Quotation,"BAZAN ĐEN, Đá cây-6 mặt đốt chải",BAZAN ĐEN,75258,75,,25.0,,8.0,,ĐỐT CHẢI,3.0,PALISADE,,13.82,,,,
X33,13012025 (Quotation),Quotation,"BAZAN ĐEN, Đá cây-6 mặt đốt chải",BAZAN ĐEN,75508,75,,50.0,,8.0,,ĐỐT CHẢI,3.0,PALISADE,,33,,,,
X33,13012025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, đáy cưa, vạt mép",BAZAN ĐEN,10108,10,,10.0,,8.0,,ĐỐT XỊT,3.0,CUBE,,45.6,,,,
X33,13012025 (Quotation),Quotation,"BAZAN ĐEN, Cubic-Mặt trên đốt, đáy cưa, vạt mép",BAZAN ĐEN,201010,20,,10.0,,10.0,,ĐỐT XỊT,3.0,CUBE,,60,,,,
