Mã KH,LSX,PI,Mô tả Sản Phẩm,LOẠI ĐÁ,Kích thước ,L,L2,W,W2,H,H2,CÁCH GIA CÔNG,KHU VỰC,ỨNG DỤNG,Đơn giá,usd_pc,usd_m2,usd_m3,usd_ton,Pcs
,,,,,,,0.0,,0.0,,0.0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
X59,170421 (22/N-X59821),22/N-X598/21 (P/O 2104-025) ,"Đá Granite Trắng Xuân Sơn
Cắt máy, tẩy đẹp 5 mặt",GRANITE TRẮNG,45457,45,0.0,45.0,0.0,7.0,0.0,TẨY,5.0,PAVING,,8.08,39.90123457,570.0176367,211.1176432,56.0
X39,060622 (04/A-X399/22),04/A-X399/22 (14 702),"Đá bậc thang Bazan (Đá đen Đắk Nông) 6 mặt đốt xịt nước, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1003515,100,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,3.0,BLOCK_STEP,,48.83,139.5142857,930.095238,315.2865214,24.0
X21.2 ,080920 (09/A-X21.2/20),09/A-X21.2/20 (PO 2020-APLUS-VN-006),"Đá cây bazan (đá đen Daknong) Tất cả các mặt đốt chải + xịt nước, vạt mép 3mm/45o",BAZAN ĐEN,100257,100,0.0,25.0,0.0,7.0,0.0,ĐỐT XỊT,2.0,PALISADE,,16.94,67.76,968,328.1355932,546.0
X87,070920 (05/A-X87/20) ,05/A-X87/20 (PO 20-136),"Đá lát Bazan xám Mặt đốt, liếc mép nhẹ 1mm chống sứt mẻ 72"" x 6"" x 1-1/4""",BAZAN XÁM,182.915.23,182.9,0.0,15.2,0.0,3.0,0.0,ĐỐT XỊT,8.0,SLAB,18.00usd/pc,18,64.74633823,2158.211274,799.337509,2.0
X87,070920 (05/A-X87/20) ,05/A-X87/20 (PO 20-136),"Đá lát Bazan xám Mặt đốt, liếc mép nhẹ 1mm chống sứt mẻ 61"" x 6"" x 1-1/4""",BAZAN XÁM,154.915.23,154.9,0.0,15.2,0.0,3.0,0.0,ĐỐT XỊT,8.0,SLAB,15.00usd/pc,15,63.70833475,2123.611158,786.5226512,2.0
X09,060920 (02/A-X09/20),02/A-X09/20 (PO 8003641),"Đá cây Basalt  6 mặt cưa lột tay tự nhiên, không có vết cưa.",BAZAN XÁM,100207,100,0.0,20.0,0.0,7.0,0.0,CƯA LỘT TAY,0.0,PALISADE,7.60 usd/ml,8.29,41.45,592.1428571,223.4501348,300.0
X09,060920 (02/A-X09/20),02/A-X09/20 (PO 8003641),"Đá cây Basalt  6 mặt cưa lột tay tự nhiên, không có vết cưa.",BAZAN XÁM,1003010,100,0.0,30.0,0.0,10.0,0.0,CƯA LỘT TAY,0.0,PALISADE,15.90usd/pc,15.9,53,530,200,192.0
X09,050920 (01/A-X09/20),01/A-X09/20 (PO 8003640),"Đá cây Basalt  6 mặt cưa lột tay tự nhiên, không có vết cưa.",BAZAN XÁM,100207,100,0.0,20.0,0.0,7.0,0.0,CƯA LỘT TAY,0.0,PALISADE,7.60 usd/ml,8.29,41.45,592.1428571,223.4501348,420.0
X09,050920 (01/A-X09/20),01/A-X09/20 (PO 8003640),"Đá cây Basalt  6 mặt cưa lột tay tự nhiên, không có vết cưa.",BAZAN XÁM,90-1102812,90,110.0,28.0,0.0,12.0,0.0,CƯA LỘT TAY,0.0,PALISADE,17.28 usd/ml,17.28,61.71428571,514.2857143,194.0700809,432.0
X39,060622 (04/A-X399/22),04/A-X399/22 (14 702),"Extreme dark black basalt Block stairs 
Top + 4 sides flamed+ wj 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",BAZAN ĐEN,1203515,120,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,3.0,BLOCK_STEP,,60.17,143.2619048,955.0793653,323.7557171,40.0
X39,060622 (04/A-X399/22),04/A-X399/22 (14 702),"Extreme dark black basalt Block stairs 
Top + 4 sides flamed+ wj 2 long Edge beveled 5/5mm and all other edge beveled 3/3mm",BAZAN ĐEN,1503515,150,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,3.0,BLOCK_STEP,,77.18,147.0095238,980.063492,332.2249125,60.0
X39,060921 (12/A-X399/21),12/A-X399/21 (13 263),"Đá cubic Bazan - 
Chẻ tay tự nhiên",BAZAN XÁM,15158,15,0.0,15.0,0.0,8.0,0.0,CHẺ TAY TỰ NHIÊN,3.0,CUBE,19.20 usd/m2,0.432,19.2,240,103.5040431,624.0
X39,061120 (15/A-X399/20),15/A-X399/20 (12 044),Đá Slabs Bazan Đen Mặt đốt + xịt nước,BAZAN ĐEN,150-220803,150,220.0,80.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,SLAB,,66.6,45,1500,508.4745763,30.0
X39,061220 (20/A-X399/20),20/A-X399/20 (12 124),Đá cubic Bazan -  Chẻ tay tự nhiên,BAZAN XÁM,10108,10,0.0,10.0,0.0,8.0,0.0,CHẺ TAY TỰ NHIÊN,3.0,CUBE,19.20 usd/m2,0.192,19.2,240,103.5040431,14700.0
X39,061220 (20/A-X399/20),20/A-X399/20 (12 124),"Đá cây Bazan - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,100258,100,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,17.2,68.8,860,291.5254237,200.0
X39,061220 (20/A-X399/20),20/A-X399/20 (12 124),"Đá cây Bazan - Tất cả các mặt đốt + xịt nước, mép vạt 3mm/45o",BAZAN ĐEN,150258,150,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,27.6,73.6,920,311.8644068,48.0
X39,070122 (01/A-X399/22),01/A-X399/22 (13 586),"Đá cubic Bazan (Đá đen Đắk Nông) -
Mặt đốt + xịt nước, cạnh chẻ tay, đáy cưa",BAZAN ĐEN,10106,10,0.0,10.0,0.0,6.0,0.0,ĐỐT XỊT,3.0,CUBE,,0.365,36.5,608.3333333,229.1274325,10800.0
X39,070122 (01/A-X399/22),01/A-X399/22 (13 586),"Đá nắp tường rào Bazan (Đá đen Đắk Nông) - 
Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,60303,60,0.0,30.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,7.56,42,1400,474.5762712,102.0
X39,070122 (01/A-X399/22),01/A-X399/22 (13 586),"Đá nắp tường rào Bazan (Đá đen Đắk Nông) - 
Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100303,100,0.0,30.0,0.0,3.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,14.4,48,1600,542.3728814,105.0
X39,070122 (01/A-X399/22),01/A-X399/22 (13 586),"Đá nắp tường rào Bazan (Đá đen Đắk Nông) - 
Mặt đốt xịt nước, hai cạnh dài hon, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1.5cm, rãnh cắt hết, vạt mép cạnh dài 3mm/45o",BAZAN ĐEN,100254,100,0.0,25.0,0.0,4.0,0.0,ĐỐT XỊT,3.0,WALL_COVERING,,13.8,55.2,1380,467.7966102,100.0
X39,070122 (01/A-X399/22),01/A-X399/22 (13 586),"Đá cây bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt xịt nước, vạt tất cả mép 3mm/45o",BAZAN ĐEN,75258,75,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,13.2,70.4,880,298.3050847,196.0
X45,020920 (05/A-X45-20),05/A-X45/20,Đá lát Bluestone Thanh Hóa Giả cổ rung,BLUESTONE,2585,25,0.0,8.0,0.0,5.0,0.0,GIẢ CỔ RUNG,4.0,PAVING,,0.45,22.5,450,166.6666667,10080.0
X39,070122 (01/A-X399/22),01/A-X399/22 (13 586),"Đá cây bazan (Đá đen Đắk Nông) - Tất cả các mặt đốt xịt nước, vạt tất cả mép 3mm/45o",BAZAN ĐEN,125258,125,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,3.0,PALISADE,,23.75,76,950,322.0338983,90.0
X79,090820 (04/M-X799/20),04/M-X799/20 (Order no 40004828),"Đá lát Bazan xám - mặt honed , cạnh cưa, vạt chống mẻ 1mm",BAZAN XÁM,91.530.51.5,91.5,0.0,30.5,0.0,1.5,0.0,HONE,7.0,SLAB,35.50 usd/m2,9.9071625,35.5,2366.666667,876.5432099,504.0
X79,090820 (04/M-X799/20),04/M-X799/20 (Order no 40004828),"Đá lát Bazan xám  - mặt honed cạnh cưa, vạt chống mẻ 1mm",BAZAN XÁM,6130.51.5,61,0.0,30.5,0.0,1.5,0.0,HONE,7.0,TILE,33.50 usd/m2,6.232675,33.5,2233.333333,827.1604938,720.0
X79,090820 (04/M-X799/20),04/M-X799/20 (Order no 40004828),"BAZAN XÁM, Đá lát-Mặt hon, cạnh cưa, vạt chống mẻ 1mm",BAZAN XÁM,61611.5,61,0.0,61.0,0.0,1.5,0.0,HONE,7.0,TILE,38.00 usd/m2,14.1398,38,2533.333333,938.2716049,300.0
X59,180521 (27/N-X59821),27/N-X598/21 (P/O 2105-045) ,"Đá lát Granite trắng Xuân Sơn 
Cắt máy, tẩy đẹp 5 mặt.                 ",GRANITE TRẮNG,30306,30,0.0,30.0,0.0,6.0,0.0,TẨY,5.0,PAVING,,3.08,34.22222222,570.3703703,211.2482853,144.0
X59,070622 (16/N-X59822),16/N-X598/22 (P/O 2206-007),"Đá lát Granite trắng Xuân Sơn
Cắt máy, tẩy đẹp 5 mặt",GRANITE TRẮNG,60306,60,0.0,30.0,0.0,6.0,0.0,TẨY,5.0,PAVING,,6.16,34.22222222,570.3703703,211.2482853,144.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42717),"BLUESTONE, Nắp tường rào-Mặt và 2 cạnh dài mài giấy, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 2cm, vạt mép trên và mép dưới 2 cạnh dài 3mm/45o.",BLUESTONE,100354,100,0.0,35.0,0.0,4.0,0.0,MÀI GIẤY,3.0,WALL_COVERING,,16.1,46,1150,425.9259259,100.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42717),"BLUESTONE, Đá lát-Quay mẻ",BLUESTONE,15152,15,0.0,15.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,0.216,9.6,480,177.7777778,12000.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42717),"BLUESTONE, Đá lát-Quay mẻ.",BLUESTONE,40402,40,0.0,40.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,2.288,14.3,715,264.8148148,1000.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42718),"BLUESTONE, Nắp tường rào-Mặt và 2 cạnh dài mài giấy, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 2cm, vạt mép trên và mép dưới 2 cạnh dài 3mm/45o.",BLUESTONE,100354,100,0.0,35.0,0.0,4.0,0.0,MÀI GIẤY,3.0,WALL_COVERING,,16.1,46,1150,425.9259259,100.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42718),"BLUESTONE, Đá lát-Quay mẻ",BLUESTONE,15152,15,0.0,15.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,0.216,9.6,480,177.7777778,12000.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42718),"BLUESTONE, Đá lát-Quay mẻ.",BLUESTONE,40402,40,0.0,40.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,2.288,14.3,715,264.8148148,1000.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42719),"BLUESTONE, Đá lát-Quay mẻ",BLUESTONE,15152,15,0.0,15.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,0.216,9.6,480,177.7777778,12000.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42719),"BLUESTONE, Đá lát-Quay mẻ.",BLUESTONE,40402,40,0.0,40.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,2.288,14.3,715,264.8148148,1000.0
X36,070820 (04/A-X36/20),04/X369/20 (Order No.42720),"BLUESTONE, Đá lát-Quay mẻ",BLUESTONE,15152,15,0.0,15.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,0.216,9.6,480,177.7777778,12000.0
X36,070820 (04/A-X36/20),04/X369/20 ( Order No.42720),"BLUESTONE, Đá lát-Quay mẻ.",BLUESTONE,40402,40,0.0,40.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,2.288,14.3,715,264.8148148,1000.0
X36,070820 (04/A-X36/20),04/X369/20 ( Order No.42721),"BLUESTONE, Nắp tường rào-Mặt và 2 cạnh dài mài giấy, 2 rãnh thoát nước dọc 2 cạnh dài 0.5x0.5cm cách mép 2cm, vạt mép trên và mép dưới 2 cạnh dài 3mm/45o.",BLUESTONE,100354,100,0.0,35.0,0.0,4.0,0.0,MÀI GIẤY,3.0,WALL_COVERING,,16.1,46,1150,425.9259259,100.0
X36,070820 (04/A-X36/20),04/X369/20 ( Order No.42721),"BLUESTONE, Đá lát-Quay mẻ",BLUESTONE,15152,15,0.0,15.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,0.216,9.6,480,177.7777778,12000.0
X36,070820 (04/A-X36/20),04/X369/20 ( Order No.42721),"BLUESTONE, Đá lát-Quay mẻ.",BLUESTONE,40402,40,0.0,40.0,0.0,2.0,0.0,QUAY MẺ,3.0,TILE,,2.288,14.3,715,264.8148148,1000.0
X26,060820(17/A-X269/20),17/A-X269/20 (order 1001851),Đá bazan cubic  Chẻ tay tự nhiên,BAZAN XÁM,999,9,0.0,9.0,0.0,9.0,0.0,CHẺ TAY TỰ NHIÊN,2.0,CUBE,24.75 usd/m2,0.200475,24.75,275,115.3039832,31944.0
X21.2 ,050820 (07/A-X21.2/20),07/A-X21.2/20 (PO 2020-OTR-1247),"Đá cubic bazan (đá đen Daknong) Mặt đốt chải, xịt nước, đáy cưa, các cạnh còn lại chẻ tay.",BAZAN ĐEN,998,9,0.0,9.0,0.0,8.0,0.0,ĐỐT XỊT,2.0,CUBE,,0.37584,46.4,580,218.4557439,7260.0
X21.2 ,050820 (07/A-X21.2/20),07/A-X21.2/20 (PO 2020-OTR-1247),"Đá bậc thang bazan (đá đen Daknong) 6 mặt đốt, chải, xịt nước. Cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1003515,100,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,2.0,BLOCK_STEP,,46.5,132.8571429,885.714286,300.2421308,88.0
X21.2 ,040820 (06/A-X21.2/20),06/A-X21.2/20 (PO 2020-APLUS-VN-004),"Đá tấm bazan (đá đen Daknong) Mặt đốt, chải, xịt nước, vạt mép 3mm/45o",BAZAN ĐEN,150-220803,150,220.0,80.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,SLAB,,66.6,45,1500,508.4745763,20.0
X21.2 ,040820 (06/A-X21.2/20),06/A-X21.2/20 (PO 2020-APLUS-VN-004),"Đá tấm bazan (đá đen Daknong) Mặt đốt, chải, xịt nước, vạt mép 3mm/45o",BAZAN ĐEN,150-220804,150,220.0,80.0,0.0,4.0,0.0,ĐỐT XỊT,2.0,SLAB,,76.96,52,1300,440.6779661,16.0
X21.2 ,040820 (06/A-X21.2/20),06/A-X21.2/20 (PO 2020-APLUS-VN-004),"Đá cây bazan (đá đen Daknong) Tất cả các mặt đốt chải + xịt nước, vạt mép 3mm/45o",BAZAN ĐEN,100257,100,0.0,25.0,0.0,7.0,0.0,ĐỐT XỊT,2.0,PALISADE,,16.13,64.52,921.7142857,312.4455206,130.0
X21.2 ,040820 (06/A-X21.2/20),06/A-X21.2/20 (PO 2020-APLUS-VN-004),"Đá bậc thang bazan (đá đen Daknong) 6 mặt đốt, chải, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,503515,50,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,2.0,BLOCK_STEP,,21,120,800,271.1864407,10.0
X21.2 ,040820 (06/A-X21.2/20),06/A-X21.2/20 (PO 2020-APLUS-VN-004),"Đá bậc thang bazan (đá đen Daknong) 6 mặt đốt, chải, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,753515,75,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,2.0,BLOCK_STEP,,32.68,124.4952381,829.968254,281.3451708,20.0
X21.2 ,040820 (06/A-X21.2/20),06/A-X21.2/20 (PO 2020-APLUS-VN-004),"Đá bậc thang bazan (đá đen Daknong) 6 mặt đốt, chải, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1003515,100,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,2.0,BLOCK_STEP,,45.15,129,860,291.5254237,32.0
X21.2 ,040820 (06/A-X21.2/20),06/A-X21.2/20 (PO 2020-APLUS-VN-004),"Đá bậc thang bazan (đá đen Daknong) 6 mặt đốt, chải, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1253515,125,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,2.0,BLOCK_STEP,,58.41,133.5085714,890.0571427,301.7142856,36.0
X69,030820 (0220/U-X699/20) ,0220/U-X699/20( PO # 46641),"Đá vành bazan Cưa 2 mặt, Dia 50-60cm, dày 3 cm.",BAZAN XÁM,"Dia 50-60cm, dày 3cm",50,60.0,0.0,0.0,3.0,0.0,CƯA,6.0,CRAZY,7.50usd/pc,7.5,7.895983576,263.1994525,97.48127872,240.0
X69,030820 (0220/U-X699/20) ,0220/U-X699/20( PO # 46641),Đá bo vỉa hè bazan- chẻ tay,BAZAN XÁM,301510,30,0.0,15.0,0.0,10.0,0.0,CHẺ TAY TỰ NHIÊN,6.0,KERB,1.463usd/pc,1.463,32.51111111,325.1111111,122.6834382,1638.0
X21.2 ,020820 (05/A-X21.2/20),05/A-X21.2/20 (PO 2020-OTR-1246),"Đá lát bazan (đá đen Daknong) Mặt đốt, chải, xịt nước, vạt mép 3mm/45o",BAZAN ĐEN,60403,60,0.0,40.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,TILE,,5.952,24.8,826.6666667,280.2259887,3876.0
X21.2 ,020820 (05/A-X21.2/20),05/A-X21.2/20 (PO 2020-OTR-1246),"Đá lát bazan (đá đen Daknong) Mặt đốt, chải, xịt nước, vạt mép 3mm/45o",BAZAN ĐEN,80403,80,0.0,40.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,SLAB,,8.8,27.5,916.6666667,310.7344633,1972.0
X21.2 ,020820 (05/A-X21.2/20),05/A-X21.2/20 (PO 2020-OTR-1246),"Đá cây bazan (đá đen Daknong) Tất cả các mặt đốt chải + xịt nước, vạt mép 3mm/45o",BAZAN ĐEN,100256,100,0.0,25.0,0.0,6.0,0.0,ĐỐT XỊT,2.0,PALISADE,,15.75,63,1050,355.9322034,630.0
X21.2 ,020820 (05/A-X21.2/20),05/A-X21.2/20 (PO 2020-OTR-1246),"Đá cây bazan (đá đen Daknong) Tất cả các mặt đốt chải + xịt nước, vạt mép 3mm/45o",BAZAN ĐEN,100258,100,0.0,25.0,0.0,8.0,0.0,ĐỐT XỊT,2.0,PALISADE,,18.33,73.32,916.5,310.6779661,480.0
X21.2 ,020820 (05/A-X21.2/20),05/A-X21.2/20 (PO 2020-OTR-1246),"Đá cubic bazan (đá đen Daknong) Mặt đốt chải, xịt nước, đáy cưa, các cạnh còn lại chẻ tay.",BAZAN ĐEN,998,9,0.0,9.0,0.0,8.0,0.0,ĐỐT XỊT,2.0,CUBE,,0.37584,46.4,580,218.4557439,6300.0
X21.2 ,020820 (05/A-X21.2/20),05/A-X21.2/20 (PO 2020-OTR-1246),"Đá cubic bazan (đá đen Daknong) Mặt đốt chải, xịt nước, đáy cưa, các cạnh còn lại chẻ tay.",BAZAN ĐEN,10108,10,0.0,10.0,0.0,8.0,0.0,ĐỐT XỊT,2.0,CUBE,,0.464,46.4,580,218.4557439,6300.0
X21.2 ,020820 (05/A-X21.2/20),05/A-X21.2/20 (PO 2020-OTR-1246),"Đá bậc thang bazan (đá đen Daknong) 6 mặt đốt, chải, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1003515,100,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,2.0,BLOCK_STEP,,46.5,132.8571429,885.714286,300.2421308,88.0
X21.2 ,020820 (05/A-X21.2/20),05/A-X21.2/20 (PO 2020-OTR-1246),"Đá bậc thang bazan (đá đen Daknong) 6 mặt đốt, chải, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1503515,150,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,2.0,BLOCK_STEP,,74.62,142.1333333,947.5555553,321.205273,60.0
X39,070122 (01/A-X399/22),01/A-X399/22 (13 586),"Đá bậc thang Bazan (Đá đen Đắk Nông)- 
6 mặt đốt xịt nước, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,803515,80,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,3.0,BLOCK_STEP,,37.17,132.75,885,300,50.0
X39,070122 (01/A-X399/22),01/A-X399/22 (13 586),"Đá bậc thang Bazan (Đá đen Đắk Nông)- 
6 mặt đốt xịt nước, cạnh dài vạt mép 5mm, cạnh ngắn vạt mép 3mm",BAZAN ĐEN,1203515,120,0.0,35.0,0.0,15.0,0.0,ĐỐT XỊT,3.0,BLOCK_STEP,,60.17,143.2619048,955.0793653,323.7557171,104.0
X39,070719 (11/A-X399/19),11/A-X399/19 (10282),Đá cây bazan - Chẻ tay tự nhiên,BAZAN XÁM,401212,40,0.0,12.0,0.0,12.0,0.0,CHẺ TAY TỰ NHIÊN,3.0,PALISADE,2.070 usd/pc,2.07,43.125,359.375,135.6132075,180.0
X45,170720 (04/A-X45-20),04/A-X45/20,Đá lát Bluestone Thanh Hóa Giả cổ rung,BLUESTONE,2585,25,0.0,8.0,0.0,5.0,0.0,GIẢ CỔ RUNG,4.0,PAVING,,0.45,22.5,450,166.6666667,7920.0
X45,170720 (04/A-X45-20),04/A-X45/20,"Đá lát Bluestone Thanh Hóa
Giả cổ rung- Các cạnh cưa ( Giả cổ sau đó cưa các cạnh)",BLUESTONE,90602.5,90,0.0,60.0,0.0,2.5,0.0,GIẢ CỔ RUNG,4.0,SLAB,,23.49,43.5,1740,644.4444444,175.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá ốp bậc thang bazan Tất cả các mặt cưa, mặt trên và 1 cạnh dài (cạnh 142cm) đốt+ vạt mép 2mm, mặt sau cắt bỏ 2 mảnh (21x17x3cm và 23x17x3cm), xem bản vẽ 1 đính kèm",BAZAN XÁM,14253/703,142,0.0,53.0,70.0,3.0,0.0,ĐỐT XỊT,2.0,STEP,81.950 usd/pc,81.95,82.44466801,2750,1018.518519,1.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá ốp bậc thang bazan Tất cả các mặt cưa, mặt trên và 1 cạnh dài (142cm) đốt+ vạt mép 2mm",BAZAN XÁM,142343,142,0.0,34.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,STEP,32.260 usd/pc,32.26,66.81855841,2227.28528,824.9204742,4.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá ốp bậc thang bazan Tất cả các mặt cưa, mặt trên và 2 cạnh dài đốt+ vạt mép 2mm (xem bản vẽ 2 đính kèm)",BAZAN XÁM,145683,145,0.0,68.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,STEP,78.630 usd/pc,78.63,79.7464503,2658.21501,984.5240778,1.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá ốp bậc thang bazan Tất cả các mặt cưa, mặt trên và 2 cạnh dài đốt+ vạt mép 2mm (xem bản vẽ 3 đính kèm)",BAZAN XÁM,148593,148,0.0,59.0,0.0,3.0,0.0,ĐỐT XỊT,2.0,STEP,69.630 usd/pc,69.63,79.74118186,2658.039395,984.4590353,1.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá ốp bậc thang bazan Tất cả các mặt cưa, mặt trên đốt + vạt mép 2mm",BAZAN XÁM,14213.52,142,0.0,13.5,0.0,2.0,0.0,ĐỐT XỊT,2.0,STEP,10.970 usd/pc,10.97,57.22483046,2861.241523,1059.719083,5.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá ốp bậc thang bazan Tất cả các mặt cưa, mặt trên đốt + vạt mép 2mm",BAZAN XÁM,15813.52,158,0.0,13.5,0.0,2.0,0.0,ĐỐT XỊT,2.0,STEP,12.200 usd/pc,12.2,57.19643694,2859.821847,1059.193277,1.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá ốp bậc thang bazan Tất cả các mặt cưa, mặt trên đốt + vạt mép 2mm",BAZAN XÁM,14218.52,142,0.0,18.5,0.0,2.0,0.0,ĐỐT XỊT,2.0,STEP,15.030 usd/pc,15.03,57.21355158,2860.677579,1059.510214,1.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá nắp tường rào Basalt Tất cả các mặt cưa, mặt trên và 2 cạnh dài đốt+ vạt mép 2mm, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1cm ( như bản vẽ 4 đính kèm)",BAZAN XÁM,10026.53,100,0.0,26.5,0.0,3.0,0.0,ĐỐT XỊT,2.0,WALL_COVERING,20.410 usd/pc,20.41,77.01886792,2567.295597,950.8502212,1.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá nắp tường rào Basalt Tất cả các mặt cưa, mặt trên và 2 cạnh dài đốt+ vạt mép 2mm, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1cm ( như bản vẽ 4 đính kèm)",BAZAN XÁM,16026.53,160,0.0,26.5,0.0,3.0,0.0,ĐỐT XỊT,2.0,WALL_COVERING,32.650 usd/pc,32.65,77.00471698,2566.823899,950.6755183,1.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá nắp tường rào Basalt Tất cả các mặt cưa, mặt trên và 2 cạnh dài đốt+ vạt mép 2mm, 2 rãnh thoát nước dọc 2 cạnh dài, rãnh kích thước 0.5 x 0.5cm, cách mép 1cm ( như bản vẽ 4 đính kèm)",BAZAN XÁM,5026.53,50,0.0,26.5,0.0,3.0,0.0,ĐỐT XỊT,2.0,WALL_COVERING,10.210 usd/pc,10.21,77.05660377,2568.553459,951.3160959,4.0
X26,160720(16/A-X269/20),16/A-X269/20 (order 1001498),"Đá Bazan len chân tường, chiều dài tự do, bề dày cố định                      Tất cả cạnh cưa, mặt trên                (40-80x8cm) đốt, vạt mép 2mm",BAZAN XÁM,50-8082,50,80.0,8.0,0.0,2.0,0.0,ĐỐT XỊT,2.0,SKIRTINGS,5.45 usd/ml,3.5425,68.125,3406.25,1261.574074,0.0
